Symbol,Open
MCK,580.22998046875
MCK,586.3900146484375
MCK,588.530029296875
MCK,593.1099853515625
MCK,597.22998046875
MCK,601.4000244140625
MCK,606.1300048828125
MCK,613.239990234375
MDLZ,66.69000244140625
MDLZ,67.0199966430664
MDLZ,67.16000366210938
MDLZ,66.37000274658203
MDLZ,66.06999969482422
MDLZ,66.73999786376953
MDLZ,66.0
MDLZ,66.20999908447266
MDLZ,66.80000305175781
MDLZ,69.05000305175781
MSCI,500.9200134277344
MSCI,499.0
MSCI,499.9400024414063
MSCI,549.989990234375
MSCI,544.8699951171875
MSCI,535.2899780273438
MSCI,539.0
MSCI,540.5800170898438
MSCI,545.2000122070312
MSCI,548.4299926757812
NTAP,128.32000732421875
NTAP,126.4499969482422
NTAP,127.5
NTAP,128.27000427246094
NTAP,128.63999938964844
NTAP,125.56999969482422
NTAP,126.9000015258789
NTAP,126.94000244140624
NTAP,125.8000030517578
NTAP,125.05999755859376
PANW,329.2699890136719
PANW,331.9599914550781
PANW,334.45001220703125
PANW,334.989990234375
PANW,334.0
PANW,326.5599975585937
PANW,323.2300109863281
PANW,327.5
PANW,325.239990234375
PANW,320.6449890136719
PAYC,160.67999267578125
PAYC,154.9600067138672
PAYC,159.42999267578125
PAYC,160.3699951171875
PAYC,165.16000366210938
PAYC,159.25
PAYC,164.0399932861328
PAYC,164.7899932861328
PAYC,164.24000549316406
PAYC,167.6300048828125
PG,168.8000030517578
PG,167.97000122070312
PG,167.92999267578125
PG,168.11000061035156
PG,166.32000732421875
PG,168.32000732421875
PG,167.25
PG,168.85000610351562
PG,161.7899932861328
PG,160.80999755859375
PLD,122.5
PLD,122.95999908447266
PLD,124.6500015258789
PLD,125.95999908447266
PLD,125.41000366210938
PLD,123.73999786376952
PLD,121.18000030517578
PLD,122.88999938964844
PLD,124.08000183105467
PLD,126.0999984741211
PSA,308.7099914550781
PSA,304.8500061035156
PSA,302.4599914550781
PSA,303.9700012207031
PSA,302.3399963378906
PSA,297.5
PSA,296.25
PSA,300.510009765625
PSA,303.8900146484375
PSA,289.78399658203125
QCOM,193.77999877929688
QCOM,191.69000244140625
QCOM,191.0
QCOM,194.1999969482422
QCOM,189.33999633789065
QCOM,179.6199951171875
QCOM,179.00999450683594
QCOM,181.5
QCOM,179.33999633789062
QCOM,175.6300048828125
RL,170.60000610351562
RL,167.13999938964844
RL,166.63999938964844
RL,167.49000549316406
RL,166.67999267578125
RL,164.1300048828125
RL,163.7899932861328
RL,168.33999633789062
RL,174.13999938964844
RL,175.0
RJF,113.18000030517578
RJF,111.0
RJF,109.23999786376952
RJF,109.80999755859376
RJF,112.16000366210938
RJF,113.0
RJF,118.27999877929688
RJF,116.70999908447266
RJF,116.27999877929688
RJF,116.0500030517578
RVTY,111.86000061035156
RVTY,109.98999786376952
RVTY,109.01000213623048
RVTY,112.29000091552734
RVTY,110.33999633789062
RVTY,111.4000015258789
RVTY,113.94000244140624
RVTY,121.44000244140624
RVTY,126.0199966430664
RVTY,127.1999969482422
SNA,270.0
SNA,272.0199890136719
SNA,272.0
SNA,273.7900085449219
SNA,273.7099914550781
SNA,270.45001220703125
SNA,276.6400146484375
SNA,280.8299865722656
SNA,282.32000732421875
SNA,286.0
SO,81.05999755859375
SO,81.83000183105469
SO,81.4800033569336
SO,81.73999786376953
SO,82.05000305175781
SO,82.97000122070312
SO,81.94999694824219
SO,82.41999816894531
SO,82.63999938964844
SO,82.94000244140625
TSN,60.04999923706055
TSN,60.59000015258789
TSN,59.63999938964844
TSN,59.5099983215332
TSN,59.22999954223633
TSN,59.540000915527344
TSN,60.36000061035156
TSN,60.83000183105469
TSN,60.650001525878906
TSN,60.84999847412109
UHS,183.509994506836
UHS,183.0200042724609
UHS,181.3300018310547
UHS,184.3699951171875
UHS,187.0
UHS,192.19000244140625
UHS,209.5800018310547
UHS,215.6499938964844
UHS,217.1199951171875
UHS,215.9900054931641
V,272.2900085449219
V,270.32000732421875
V,267.2300109863281
V,267.5299987792969
V,256.07000732421875
V,255.38999938964844
V,255.58999633789065
V,260.32000732421875
V,263.2300109863281
V,264.5400085449219
WST,324.739990234375
WST,319.4800109863281
WST,321.29998779296875
WST,322.0899963378906
WST,317.7699890136719
WST,282.3999938964844
WST,279.6300048828125
WST,286.4800109863281
WST,287.69000244140625
WST,299.3999938964844
WY,30.25
WY,30.479999542236328
WY,30.190000534057617
WY,30.40999984741211
WY,30.309999465942383
WY,29.989999771118164
WY,30.920000076293945
WY,31.299999237060547
WY,31.290000915527344
WY,31.63999938964844
WYNN,84.44999694824219
WYNN,83.4800033569336
WYNN,83.95999908447266
WYNN,83.2300033569336
WYNN,83.45999908447266
WYNN,80.69000244140625
WYNN,81.41999816894531
WYNN,81.69999694824219
WYNN,82.23999786376953
WYNN,82.87000274658203
