Date,Symbol,Adj Close,Close,High,Low,Open,Volume
2020-02-05,CMG,854.010009765625,854.010009765625,893.02001953125,851.3599853515625,892.0,1034700.0
2020-02-06,CMG,857.0,857.0,863.530029296875,846.9199829101562,858.1799926757812,689500.0
2020-02-07,CMG,864.219970703125,864.219970703125,865.8800048828125,850.0,858.4600219726562,573700.0
2020-02-10,CMG,890.510009765625,890.510009765625,891.4400024414062,859.5999755859375,861.3099975585938,512100.0
2020-02-11,CMG,890.75,890.75,899.0,890.1199951171875,893.0,334800.0
2020-02-12,CMG,900.3699951171875,900.3699951171875,901.489990234375,887.2899780273438,890.6400146484375,397700.0
2020-02-13,CMG,912.9500122070312,912.9500122070312,914.97998046875,898.010009765625,898.2999877929688,422900.0
2020-02-14,CMG,921.9400024414062,921.9400024414062,923.5,908.5800170898438,912.9400024414062,366800.0
2020-02-18,CMG,927.5599975585938,927.5599975585938,934.0,922.3200073242188,924.0900268554688,369100.0
2020-02-19,CMG,933.8400268554688,933.8400268554688,938.8800048828124,931.0900268554688,934.02001953125,318200.0
2020-02-20,CMG,927.5900268554688,927.5900268554688,940.280029296875,916.75,926.0499877929688,362800.0
2020-02-21,CMG,920.1400146484376,920.1400146484376,929.760009765625,915.8599853515624,926.3499755859376,302200.0
2020-02-24,CMG,885.0,885.0,900.0499877929688,883.9299926757812,897.4199829101562,662300.0
2020-02-25,CMG,856.010009765625,856.010009765625,891.9099731445312,851.4400024414062,890.0,736100.0
2020-02-26,CMG,847.2899780273438,847.2899780273438,868.7899780273438,842.52001953125,855.3800048828125,570900.0
2020-02-27,CMG,755.5499877929688,755.5499877929688,815.72998046875,750.72998046875,811.3900146484375,1351500.0
2020-02-28,CMG,773.5800170898438,773.5800170898438,774.8400268554688,702.9500122070312,734.5,1505100.0
2020-03-02,CMG,768.8099975585938,768.8099975585938,781.5700073242188,739.9000244140625,779.52001953125,869200.0
2020-03-03,CMG,736.0700073242188,736.0700073242188,781.780029296875,723.260009765625,768.02001953125,779100.0
2020-03-04,CMG,769.760009765625,769.760009765625,772.739990234375,740.6900024414062,764.4299926757812,772600.0
2020-03-05,CMG,727.5499877929688,727.5499877929688,755.5,713.75,750.010009765625,843800.0
2020-03-06,CMG,723.0800170898438,723.0800170898438,729.5999755859375,685.2999877929688,703.2100219726562,840800.0
2020-03-09,CMG,657.8599853515625,657.8599853515625,689.97998046875,650.9299926757812,667.0,1026400.0
2020-03-10,CMG,701.2100219726562,701.2100219726562,704.989990234375,661.6500244140625,689.0,909700.0
2020-03-11,CMG,646.3900146484375,646.3900146484375,691.0,626.1900024414062,681.0,995300.0
2020-03-12,CMG,603.0,603.0,613.8599853515625,565.010009765625,587.02001953125,2080400.0
2020-03-13,CMG,630.3599853515625,630.3599853515625,655.5499877929688,600.9199829101562,650.3400268554688,1088800.0
2020-03-16,CMG,571.510009765625,571.510009765625,580.0999755859375,520.0,570.0,1209600.0
2020-03-17,CMG,524.4099731445312,524.4099731445312,579.4199829101562,500.2699890136719,573.280029296875,1511800.0
2020-03-18,CMG,465.2099914550781,465.2099914550781,500.0,415.0,492.010009765625,1510100.0
2020-03-19,CMG,536.1500244140625,536.1500244140625,553.0,450.5299987792969,455.8599853515625,1414600.0
2020-03-20,CMG,566.0,566.0,596.989990234375,552.22998046875,573.8699951171875,1751900.0
2020-03-23,CMG,588.7100219726562,588.7100219726562,602.260009765625,551.2100219726562,561.3099975585938,1286900.0
2020-03-24,CMG,664.0499877929688,664.0499877929688,690.3599853515625,630.1199951171875,639.0,1160100.0
2020-03-25,CMG,649.47998046875,649.47998046875,694.4099731445312,600.0,684.989990234375,943100.0
2020-03-26,CMG,661.0999755859375,661.0999755859375,672.5,636.0,661.7999877929688,793900.0
2020-03-27,CMG,635.030029296875,635.030029296875,643.7100219726562,613.8099975585938,624.3200073242188,857400.0
2020-03-30,CMG,639.969970703125,639.969970703125,647.8800048828125,620.0,622.2100219726562,533100.0
2020-03-31,CMG,654.4000244140625,654.4000244140625,674.97998046875,625.0,634.6599731445312,846400.0
2020-04-01,CMG,619.3599853515625,619.3599853515625,645.25,604.22998046875,630.02001953125,820100.0
2020-04-02,CMG,630.1599731445312,630.1599731445312,634.6900024414062,601.010009765625,607.4199829101562,633900.0
2020-04-03,CMG,611.010009765625,611.010009765625,645.0800170898438,599.780029296875,631.010009765625,859800.0
2020-04-06,CMG,689.989990234375,689.989990234375,707.7000122070312,630.0700073242188,632.2999877929688,984100.0
2020-04-07,CMG,704.2999877929688,704.2999877929688,756.27001953125,674.5499877929688,750.0,995800.0
2020-04-08,CMG,725.1199951171875,725.1199951171875,735.0,700.0,709.2100219726562,613200.0
2020-04-09,CMG,771.0,771.0,788.969970703125,732.0,745.0,1026600.0
2020-04-13,CMG,744.0800170898438,744.0800170898438,771.0,728.0,768.77001953125,682500.0
2020-04-14,CMG,785.3300170898438,785.3300170898438,794.1199951171875,765.0,772.25,837800.0
2020-04-15,CMG,770.0999755859375,770.0999755859375,778.0,752.239990234375,757.719970703125,571600.0
2020-04-16,CMG,786.75,786.75,790.0,758.5999755859375,773.0,562900.0
2020-04-17,CMG,820.27001953125,820.27001953125,824.3499755859375,803.0599975585938,810.75,658400.0
2020-04-20,CMG,808.72998046875,808.72998046875,822.0,804.0399780273438,807.2000122070312,588000.0
2020-04-21,CMG,786.6900024414062,786.6900024414062,809.239990234375,772.010009765625,799.0,977200.0
2020-04-22,CMG,882.260009765625,882.260009765625,905.0,834.1799926757812,848.989990234375,2354500.0
2020-04-23,CMG,867.02001953125,867.02001953125,909.8800048828124,859.0,895.0,1320500.0
2020-04-24,CMG,882.469970703125,882.469970703125,887.9299926757812,860.9500122070312,873.4299926757812,530200.0
2020-04-27,CMG,883.0700073242188,883.0700073242188,900.0,880.7899780273438,891.0,518500.0
2020-04-28,CMG,868.3599853515625,868.3599853515625,899.0,864.030029296875,899.0,516700.0
2020-04-29,CMG,882.3400268554688,882.3400268554688,894.22998046875,863.0999755859375,880.219970703125,517500.0
2020-04-30,CMG,878.5499877929688,878.5499877929688,897.969970703125,877.0,880.0,449400.0
2020-05-01,CMG,874.9199829101562,874.9199829101562,883.489990234375,856.8900146484375,858.77001953125,434600.0
2020-05-04,CMG,875.0,875.0,876.030029296875,856.5,862.3300170898438,281200.0
2020-05-05,CMG,870.22998046875,870.22998046875,886.6900024414062,865.6300048828125,881.9199829101562,318700.0
2020-05-06,CMG,867.0399780273438,867.0399780273438,883.8200073242188,867.0,875.3400268554688,291300.0
2020-05-07,CMG,897.510009765625,897.510009765625,900.010009765625,875.9500122070312,881.510009765625,491000.0
2020-05-08,CMG,925.8300170898438,925.8300170898438,927.6099853515624,893.4199829101562,900.0,736100.0
2020-05-11,CMG,933.9299926757812,933.9299926757812,942.8300170898438,916.6199951171876,920.0,570700.0
2020-05-12,CMG,929.8499755859376,929.8499755859376,966.0,929.239990234375,943.6599731445312,686000.0
2020-05-13,CMG,902.5900268554688,902.5900268554688,937.2000122070312,888.6199951171875,929.8400268554688,717300.0
2020-05-14,CMG,932.1799926757812,932.1799926757812,935.1099853515624,897.0399780273438,901.0,578700.0
2020-05-15,CMG,971.75,971.75,974.5,926.0,926.0,852000.0
2020-05-18,CMG,998.5800170898438,998.5800170898438,1017.8699951171876,992.1500244140624,997.4500122070312,778600.0
2020-05-19,CMG,1009.0800170898438,1009.0800170898438,1020.72998046875,998.0,1000.0,461200.0
2020-05-20,CMG,1029.9599609375,1029.9599609375,1032.0699462890625,1014.280029296875,1022.0,414800.0
2020-05-21,CMG,1026.7099609375,1026.7099609375,1038.1300048828125,1012.8800048828124,1035.0,455000.0
2020-05-22,CMG,1055.699951171875,1055.699951171875,1057.68994140625,1018.0900268554688,1026.780029296875,451000.0
2020-05-26,CMG,1017.0,1017.0,1087.0,1010.030029296875,1086.300048828125,776000.0
2020-05-27,CMG,990.0,990.0,1023.8099975585938,987.010009765625,1021.72998046875,815600.0
2020-05-28,CMG,995.0900268554688,995.0900268554688,1006.760009765625,986.3400268554688,1001.1799926757812,631400.0
2020-05-29,CMG,1003.9099731445312,1003.9099731445312,1006.8900146484376,989.969970703125,1001.0,671700.0
2020-06-01,CMG,1047.8800048828125,1047.8800048828125,1056.4100341796875,1010.0,1012.8099975585938,713200.0
2020-06-02,CMG,1058.8900146484375,1058.8900146484375,1063.489990234375,1035.06005859375,1050.0,429500.0
2020-06-03,CMG,1049.7099609375,1049.7099609375,1069.949951171875,1045.199951171875,1061.6800537109375,516600.0
2020-06-04,CMG,1041.56005859375,1041.56005859375,1059.81005859375,1035.0,1044.31005859375,359400.0
2020-06-05,CMG,1053.4599609375,1053.4599609375,1069.0999755859375,1045.0899658203125,1050.0,370900.0
2020-06-08,CMG,1049.22998046875,1049.22998046875,1065.0,1033.219970703125,1052.8299560546875,316100.0
2020-06-09,CMG,1039.469970703125,1039.469970703125,1052.989990234375,1035.0,1036.9100341796875,275900.0
2020-06-10,CMG,1028.9599609375,1028.9599609375,1042.93994140625,1023.489990234375,1042.6199951171875,322100.0
2020-06-11,CMG,1000.739990234375,1000.739990234375,1027.719970703125,996.0,1002.3900146484376,468300.0
2020-06-12,CMG,991.8300170898438,991.8300170898438,1025.6500244140625,964.5,1025.6500244140625,508500.0
2020-06-15,CMG,1023.25,1023.25,1025.050048828125,971.0,974.02001953125,363400.0
2020-06-16,CMG,1031.800048828125,1031.800048828125,1037.550048828125,1002.5999755859376,1037.550048828125,313300.0
2020-06-17,CMG,1022.8800048828124,1022.8800048828124,1042.8800048828125,1020.5999755859376,1031.0999755859375,241100.0
2020-06-18,CMG,1030.0,1030.0,1038.8299560546875,1020.0,1026.699951171875,230500.0
2020-06-19,CMG,1010.8300170898438,1010.8300170898438,1042.0999755859375,1010.8300170898438,1040.0,428500.0
2020-06-22,CMG,1070.25,1070.25,1071.31005859375,1025.0,1026.699951171875,590800.0
2020-06-23,CMG,1039.1600341796875,1039.1600341796875,1074.0,1034.5899658203125,1074.0,429400.0
2020-06-24,CMG,1047.949951171875,1047.949951171875,1053.3199462890625,1018.3800048828124,1036.18994140625,382900.0
2020-06-25,CMG,1048.9000244140625,1048.9000244140625,1051.97998046875,1033.0,1047.4000244140625,217800.0
2020-06-26,CMG,1033.1500244140625,1033.1500244140625,1049.0999755859375,1029.3800048828125,1048.8399658203125,499500.0
2020-06-29,CMG,1045.949951171875,1045.949951171875,1057.510009765625,1021.0,1034.8199462890625,296900.0
2020-06-30,CMG,1052.3599853515625,1052.3599853515625,1056.2900390625,1034.5400390625,1049.0,397900.0
2020-07-01,CMG,1068.3599853515625,1068.3599853515625,1073.6600341796875,1048.0400390625,1053.8499755859375,283700.0
2020-07-02,CMG,1056.449951171875,1056.449951171875,1084.72998046875,1053.0,1081.0,264400.0
2020-07-06,CMG,1125.9200439453125,1125.9200439453125,1129.3800048828125,1061.25,1066.5999755859375,666500.0
2020-07-07,CMG,1109.0999755859375,1109.0999755859375,1145.6300048828125,1105.0,1119.5999755859375,429200.0
2020-07-08,CMG,1114.4300537109375,1114.4300537109375,1132.9200439453125,1107.199951171875,1118.9000244140625,318500.0
2020-07-09,CMG,1115.5799560546875,1115.5799560546875,1133.18994140625,1105.4599609375,1130.0,287800.0
2020-07-10,CMG,1118.0400390625,1118.0400390625,1118.72998046875,1101.0,1110.5799560546875,218900.0
2020-07-13,CMG,1088.9200439453125,1088.9200439453125,1140.489990234375,1087.0999755859375,1131.9300537109375,364200.0
2020-07-14,CMG,1103.02001953125,1103.02001953125,1104.8399658203125,1067.5899658203125,1089.010009765625,267300.0
2020-07-15,CMG,1133.6500244140625,1133.6500244140625,1135.6600341796875,1104.72998046875,1126.199951171875,332100.0
2020-07-16,CMG,1129.510009765625,1129.510009765625,1132.93994140625,1112.5,1124.1300048828125,241700.0
2020-07-17,CMG,1136.219970703125,1136.219970703125,1139.030029296875,1122.5799560546875,1136.6600341796875,275200.0
2020-07-20,CMG,1163.719970703125,1163.719970703125,1169.530029296875,1147.6199951171875,1150.0,420300.0
2020-07-21,CMG,1163.0999755859375,1163.0999755859375,1176.6400146484375,1151.050048828125,1176.6400146484375,281100.0
2020-07-22,CMG,1185.27001953125,1185.27001953125,1187.0,1161.02001953125,1161.02001953125,749400.0
2020-07-23,CMG,1121.030029296875,1121.030029296875,1186.0,1116.9300537109375,1169.0,960900.0
2020-07-24,CMG,1130.260009765625,1130.260009765625,1131.47998046875,1094.9300537109375,1112.72998046875,421400.0
2020-07-27,CMG,1142.9300537109375,1142.9300537109375,1151.9000244140625,1127.52001953125,1139.3399658203125,342900.0
2020-07-28,CMG,1112.22998046875,1112.22998046875,1142.530029296875,1110.300048828125,1140.6600341796875,315900.0
2020-07-29,CMG,1153.0699462890625,1153.0699462890625,1154.9200439453125,1118.1500244140625,1120.0799560546875,297500.0
2020-07-30,CMG,1148.4000244140625,1148.4000244140625,1160.6199951171875,1138.260009765625,1139.3599853515625,244300.0
2020-07-31,CMG,1155.1600341796875,1155.1600341796875,1155.1700439453125,1127.93994140625,1153.3599853515625,302800.0
2020-08-03,CMG,1146.7099609375,1146.7099609375,1156.550048828125,1136.4200439453125,1153.280029296875,236800.0
2020-08-04,CMG,1164.5699462890625,1164.5699462890625,1165.989990234375,1146.1099853515625,1149.02001953125,222100.0
2020-08-05,CMG,1170.239990234375,1170.239990234375,1174.800048828125,1157.050048828125,1170.0,207400.0
2020-08-06,CMG,1186.800048828125,1186.800048828125,1189.7900390625,1165.25,1165.25,248100.0
2020-08-07,CMG,1180.6199951171875,1180.6199951171875,1193.25,1159.0699462890625,1181.969970703125,232000.0
2020-08-10,CMG,1161.0,1161.0,1188.530029296875,1132.969970703125,1180.6099853515625,304700.0
2020-08-11,CMG,1147.1600341796875,1147.1600341796875,1172.0,1141.219970703125,1164.760009765625,223500.0
2020-08-12,CMG,1160.9200439453125,1160.9200439453125,1168.75,1152.8399658203125,1158.0,156600.0
2020-08-13,CMG,1194.9300537109375,1194.9300537109375,1197.68994140625,1167.300048828125,1171.0,262700.0
2020-08-14,CMG,1186.530029296875,1186.530029296875,1203.3199462890625,1180.9100341796875,1189.4100341796875,161400.0
2020-08-17,CMG,1216.219970703125,1216.219970703125,1219.9599609375,1190.8199462890625,1200.0,193200.0
2020-08-18,CMG,1236.9300537109375,1236.9300537109375,1239.3800048828125,1209.800048828125,1221.280029296875,255300.0
2020-08-19,CMG,1219.3699951171875,1219.3699951171875,1245.0,1216.8599853515625,1237.68994140625,191600.0
2020-08-20,CMG,1239.8900146484375,1239.8900146484375,1244.6300048828125,1212.6300048828125,1212.6300048828125,225500.0
2020-08-21,CMG,1253.239990234375,1253.239990234375,1259.3800048828125,1238.9599609375,1240.0,234400.0
2020-08-24,CMG,1241.75,1241.75,1271.3599853515625,1241.02001953125,1268.0,238500.0
2020-08-25,CMG,1269.6500244140625,1269.6500244140625,1273.5799560546875,1246.3399658203125,1247.52001953125,253100.0
2020-08-26,CMG,1277.280029296875,1277.280029296875,1284.22998046875,1263.4000244140625,1274.72998046875,196300.0
2020-08-27,CMG,1279.6300048828125,1279.6300048828125,1290.510009765625,1270.050048828125,1277.800048828125,210400.0
2020-08-28,CMG,1301.510009765625,1301.510009765625,1302.8599853515625,1282.9100341796875,1284.989990234375,251100.0
2020-08-31,CMG,1310.280029296875,1310.280029296875,1325.0,1304.9100341796875,1306.0799560546875,290600.0
2020-09-01,CMG,1372.219970703125,1372.219970703125,1373.5,1319.97998046875,1325.0,334600.0
2020-09-02,CMG,1379.030029296875,1379.030029296875,1384.4599609375,1355.5999755859375,1375.0,332000.0
2020-09-03,CMG,1328.72998046875,1328.72998046875,1374.219970703125,1310.239990234375,1355.47998046875,464500.0
2020-09-04,CMG,1313.72998046875,1313.72998046875,1342.469970703125,1258.530029296875,1332.8900146484375,405400.0
2020-09-08,CMG,1299.75,1299.75,1335.0699462890625,1275.010009765625,1288.280029296875,318600.0
2020-09-09,CMG,1321.030029296875,1321.030029296875,1337.8399658203125,1306.1099853515625,1322.0,305200.0
2020-09-10,CMG,1308.489990234375,1308.489990234375,1359.719970703125,1305.0,1327.3900146484375,329800.0
2020-09-11,CMG,1297.469970703125,1297.469970703125,1326.0,1272.1099853515625,1325.27001953125,310900.0
2020-09-14,CMG,1267.18994140625,1267.18994140625,1318.0,1254.530029296875,1311.6199951171875,437800.0
2020-09-15,CMG,1277.3599853515625,1277.3599853515625,1291.3900146484375,1269.0999755859375,1283.5999755859375,329800.0
2020-09-16,CMG,1265.8699951171875,1265.8699951171875,1286.8399658203125,1264.1300048828125,1286.4599609375,304700.0
2020-09-17,CMG,1225.3699951171875,1225.3699951171875,1251.3900146484375,1209.030029296875,1240.739990234375,452200.0
2020-09-18,CMG,1215.47998046875,1215.47998046875,1247.3599853515625,1200.93994140625,1231.0,783300.0
2020-09-21,CMG,1206.52001953125,1206.52001953125,1207.81005859375,1180.0,1194.239990234375,308600.0
2020-09-22,CMG,1234.5799560546875,1234.5799560546875,1242.6400146484375,1215.3699951171875,1223.8299560546875,302400.0
2020-09-23,CMG,1248.3900146484375,1248.3900146484375,1290.9300537109375,1240.43994140625,1250.3299560546875,531800.0
2020-09-24,CMG,1229.280029296875,1229.280029296875,1245.9300537109375,1215.52001953125,1239.489990234375,240500.0
2020-09-25,CMG,1244.5,1244.5,1253.47998046875,1217.3900146484375,1223.8599853515625,234400.0
2020-09-28,CMG,1263.3499755859375,1263.3499755859375,1274.93994140625,1243.5,1263.1600341796875,196100.0
2020-09-29,CMG,1261.6099853515625,1261.6099853515625,1266.699951171875,1245.1300048828125,1263.260009765625,178800.0
2020-09-30,CMG,1243.7099609375,1243.7099609375,1272.0,1234.3699951171875,1261.800048828125,286900.0
2020-10-01,CMG,1238.02001953125,1238.02001953125,1265.0,1231.0,1255.5699462890625,349000.0
2020-10-02,CMG,1254.800048828125,1254.800048828125,1265.7099609375,1214.0,1214.300048828125,281600.0
2020-10-05,CMG,1253.010009765625,1253.010009765625,1264.0,1242.0,1258.0699462890625,200200.0
2020-10-06,CMG,1256.4100341796875,1256.4100341796875,1291.97998046875,1248.030029296875,1252.47998046875,469500.0
2020-10-07,CMG,1278.6800537109375,1278.6800537109375,1295.3499755859375,1266.06005859375,1272.5999755859375,241700.0
2020-10-08,CMG,1281.75,1281.75,1288.0,1260.0,1287.9200439453125,241500.0
2020-10-09,CMG,1281.989990234375,1281.989990234375,1292.0,1276.9000244140625,1287.47998046875,243800.0
2020-10-12,CMG,1278.9300537109375,1278.9300537109375,1292.1199951171875,1275.47998046875,1291.18994140625,204800.0
2020-10-13,CMG,1325.219970703125,1325.219970703125,1330.0,1272.0699462890625,1282.2900390625,400400.0
2020-10-14,CMG,1321.3699951171875,1321.3699951171875,1341.989990234375,1314.800048828125,1330.1700439453125,284600.0
2020-10-15,CMG,1343.25,1343.25,1344.9000244140625,1305.0,1306.1500244140625,261800.0
2020-10-16,CMG,1339.6800537109375,1339.6800537109375,1356.75,1335.530029296875,1348.8800048828125,297500.0
2020-10-19,CMG,1335.5899658203125,1335.5899658203125,1357.300048828125,1328.0,1345.0,320200.0
2020-10-20,CMG,1348.469970703125,1348.469970703125,1364.3599853515625,1337.9300537109375,1345.0,330600.0
2020-10-21,CMG,1366.6600341796875,1366.6600341796875,1366.6600341796875,1338.0,1344.0799560546875,792300.0
2020-10-22,CMG,1300.2900390625,1300.2900390625,1313.97998046875,1253.8900146484375,1292.2099609375,1296500.0
2020-10-23,CMG,1339.0799560546875,1339.0799560546875,1348.5,1296.0,1299.8599853515625,762700.0
2020-10-26,CMG,1311.97998046875,1311.97998046875,1326.3399658203125,1285.0,1323.1300048828125,544100.0
2020-10-27,CMG,1310.1500244140625,1310.1500244140625,1314.1400146484375,1296.43994140625,1310.72998046875,298100.0
2020-10-28,CMG,1253.5400390625,1253.5400390625,1295.6600341796875,1251.1500244140625,1292.050048828125,479400.0
2020-10-29,CMG,1242.800048828125,1242.800048828125,1264.3900146484375,1239.0699462890625,1253.02001953125,284300.0
2020-10-30,CMG,1201.47998046875,1201.47998046875,1245.1700439453125,1191.31005859375,1237.699951171875,491300.0
2020-11-02,CMG,1188.5400390625,1188.5400390625,1210.0,1172.2900390625,1210.0,368700.0
2020-11-03,CMG,1209.550048828125,1209.550048828125,1216.6400146484375,1188.239990234375,1198.4200439453125,322300.0
2020-11-04,CMG,1277.3699951171875,1277.3699951171875,1299.0,1234.9000244140625,1238.0,561400.0
2020-11-05,CMG,1310.3199462890625,1310.3199462890625,1312.3599853515625,1283.8499755859375,1309.719970703125,298900.0
2020-11-06,CMG,1326.1700439453125,1326.1700439453125,1331.489990234375,1299.4599609375,1305.0,269000.0
2020-11-09,CMG,1278.1300048828125,1278.1300048828125,1346.0,1274.030029296875,1325.1600341796875,502800.0
2020-11-10,CMG,1243.050048828125,1243.050048828125,1280.4000244140625,1220.199951171875,1271.949951171875,552600.0
2020-11-11,CMG,1303.9300537109375,1303.9300537109375,1319.989990234375,1258.0,1260.739990234375,350700.0
2020-11-12,CMG,1259.27001953125,1259.27001953125,1312.8900146484375,1256.52001953125,1300.0,322700.0
2020-11-13,CMG,1251.4300537109375,1251.4300537109375,1278.0,1246.5,1268.8499755859375,246000.0
2020-11-16,CMG,1260.6700439453125,1260.6700439453125,1269.449951171875,1241.3800048828125,1257.8599853515625,242900.0
2020-11-17,CMG,1268.47998046875,1268.47998046875,1272.4200439453125,1257.0999755859375,1268.4300537109375,160300.0
2020-11-18,CMG,1296.0,1296.0,1301.27001953125,1262.8800048828125,1265.6199951171875,302800.0
2020-11-19,CMG,1310.4599609375,1310.4599609375,1315.0,1285.0,1288.81005859375,241800.0
2020-11-20,CMG,1292.5699462890625,1292.5699462890625,1308.510009765625,1288.050048828125,1307.3199462890625,202500.0
2020-11-23,CMG,1281.0,1281.0,1295.93994140625,1271.9200439453125,1295.93994140625,261700.0
2020-11-24,CMG,1262.8199462890625,1262.8199462890625,1290.25,1261.22998046875,1285.72998046875,349300.0
2020-11-25,CMG,1276.6800537109375,1276.6800537109375,1280.800048828125,1265.260009765625,1269.199951171875,189500.0
2020-11-27,CMG,1297.77001953125,1297.77001953125,1299.5,1271.449951171875,1277.0,154600.0
2020-11-30,CMG,1289.4300537109375,1289.4300537109375,1297.6800537109375,1264.9599609375,1297.6800537109375,268000.0
2020-12-01,CMG,1321.06005859375,1321.06005859375,1323.97998046875,1275.2099609375,1290.0,335400.0
2020-12-02,CMG,1297.0,1297.0,1316.8499755859375,1287.06005859375,1314.449951171875,220500.0
2020-12-03,CMG,1308.760009765625,1308.760009765625,1322.6500244140625,1301.0,1301.18994140625,209600.0
2020-12-04,CMG,1334.6199951171875,1334.6199951171875,1337.72998046875,1307.5,1311.1500244140625,215500.0
2020-12-07,CMG,1347.0999755859375,1347.0999755859375,1352.1600341796875,1327.0,1333.5699462890625,248300.0
2020-12-08,CMG,1346.0,1346.0,1348.8599853515625,1322.0,1339.43994140625,258100.0
2020-12-09,CMG,1313.97998046875,1313.97998046875,1358.7099609375,1307.4100341796875,1350.0,231100.0
2020-12-10,CMG,1317.22998046875,1317.22998046875,1325.8499755859375,1300.1600341796875,1303.969970703125,165500.0
2020-12-11,CMG,1300.0,1300.0,1320.6099853515625,1299.5699462890625,1317.22998046875,182200.0
2020-12-14,CMG,1309.52001953125,1309.52001953125,1313.030029296875,1296.8499755859375,1308.6500244140625,237400.0
2020-12-15,CMG,1346.4599609375,1346.4599609375,1354.47998046875,1318.449951171875,1320.1800537109375,391600.0
2020-12-16,CMG,1400.6199951171875,1400.6199951171875,1422.219970703125,1375.4300537109375,1380.0,698100.0
2020-12-17,CMG,1409.6800537109375,1409.6800537109375,1421.449951171875,1385.7900390625,1407.6099853515625,376700.0
2020-12-18,CMG,1418.5699462890625,1418.5699462890625,1425.0,1410.9599609375,1418.0,438400.0
2020-12-21,CMG,1417.989990234375,1417.989990234375,1423.97998046875,1390.8499755859375,1400.0,299700.0
2020-12-22,CMG,1426.300048828125,1426.300048828125,1429.8699951171875,1397.5,1418.0,327100.0
2020-12-23,CMG,1410.989990234375,1410.989990234375,1435.52001953125,1406.050048828125,1434.550048828125,199900.0
2020-12-24,CMG,1412.550048828125,1412.550048828125,1418.5400390625,1406.8699951171875,1410.9100341796875,101300.0
2020-12-28,CMG,1401.489990234375,1401.489990234375,1423.0,1400.800048828125,1423.0,174400.0
2020-12-29,CMG,1392.2099609375,1392.2099609375,1408.0899658203125,1377.3399658203125,1402.3800048828125,182300.0
2020-12-30,CMG,1374.1700439453125,1374.1700439453125,1398.0999755859375,1373.6199951171875,1395.0,184400.0
2020-12-31,CMG,1386.7099609375,1386.7099609375,1393.1400146484375,1363.0,1372.0,217700.0
2021-01-04,CMG,1319.1199951171875,1319.1199951171875,1390.0,1312.3399658203125,1386.6800537109375,513900.0
2021-01-05,CMG,1355.1099853515625,1355.1099853515625,1358.22998046875,1316.9100341796875,1319.1099853515625,295100.0
2021-01-06,CMG,1343.4100341796875,1343.4100341796875,1357.4300537109375,1335.0,1335.4200439453125,234200.0
2021-01-07,CMG,1368.1400146484375,1368.1400146484375,1378.7099609375,1348.699951171875,1351.0,236700.0
2021-01-08,CMG,1402.43994140625,1402.43994140625,1410.510009765625,1374.81005859375,1378.81005859375,368900.0
2021-01-11,CMG,1402.6199951171875,1402.6199951171875,1421.5799560546875,1389.1099853515625,1391.3599853515625,227100.0
